"""FCX""","""Freeport-McMoRan","""",30.69,"""10/20/2014""","""2:54pm""","""+0.35 - +1.15%""","6087050
"
"""FDO""","""Family Dollar Sto""",76.96,"""10/20/2014""","""2:54pm""","""+0.19 - +0.25%""","839976
"
"""FDX""","""FedEx Corporation""",155.10,"""10/20/2014""","""2:54pm""","""-1.02 - -0.65%""","1274873
"
"""FE""","""FirstEnergy Corpo""",34.935,"""10/20/2014""","""2:53pm""","""+0.195 - +0.56%""","1999358
"
"""FFIV""","""F5 Networks"," Inc.""",112.10,"""10/20/2014""","""2:53pm""","""-1.60 - -1.41%""","854115
"
"""FIS""","""Fidelity National""",53.59,"""10/20/2014""","""2:54pm""","""+0.18 - +0.34%""","761293
"
"""FISV""","""Fiserv"," Inc.""",62.74,"""10/20/2014""","""2:54pm""","""-0.03 - -0.05%""","597432
"
"""FITB""","""Fifth Third Banco""",18.30,"""10/20/2014""","""2:54pm""","""+0.17 - +0.94%""","5952888
"
"""FLIR""","""FLIR Systems"," Inc""",29.00,"""10/20/2014""","""2:54pm""","""-0.05 - -0.17%""","570150
"
"""FLR""","""Fluor Corporation""",62.20,"""10/20/2014""","""2:54pm""","""-0.05 - -0.08%""","706399
"
"""FLS""","""Flowserve Corpora""",64.43,"""10/20/2014""","""2:54pm""","""-0.53 - -0.82%""","807944
"
"""FMC""","""FMC Corporation C""",56.6799,"""10/20/2014""","""2:54pm""","""+0.1899 - +0.34%""","829058
"
"""FOSL""","""Fossil Group"," Inc""",97.69,"""10/20/2014""","""2:54pm""","""+0.70 - +0.72%""","396436
"
"""FOXA""","""Twenty-First Cent""",33.14,"""10/20/2014""","""2:54pm""","""+0.44 - +1.35%""","10359050
"
"""FSLR""","""First Solar"," Inc.""",54.25,"""10/20/2014""","""2:54pm""","""+1.02 - +1.92%""","1464455
"
"""FTI""","""FMC Technologies","""",50.83,"""10/20/2014""","""2:54pm""","""+0.57 - +1.13%""","1052121
"
"""FTR""","""Frontier Communic""",6.105,"""10/20/2014""","""2:54pm""","""+0.025 - +0.41%""","2294524
"
"""GAS""","""AGL Resources"," In""",52.60,"""10/20/2014""","""2:54pm""","""+0.51 - +0.98%""","547610
"
"""GCI""","""Gannett Co."," Inc.""",29.10,"""10/20/2014""","""2:54pm""","""+1.41 - +5.09%""","2890225
"
"""GD""","""General Dynamics """,120.85,"""10/20/2014""","""2:54pm""","""-0.02 - -0.02%""","795211
"
"""GE""","""General Electric """,24.9201,"""10/20/2014""","""2:54pm""","""+0.1001 - +0.40%""","22520668
"
"""GGP""","""General Growth Pr""",24.325,"""10/20/2014""","""2:54pm""","""+0.175 - +0.72%""","1534727
"
"""GILD""","""Gilead Sciences"," """,102.05,"""10/20/2014""","""2:54pm""","""+1.30 - +1.29%""","8795464
"
"""GIS""","""General Mills"," In""",49.81,"""10/20/2014""","""2:54pm""","""+0.52 - +1.05%""","1618055
"
"""GLW""","""Corning Incorpora""",18.03,"""10/20/2014""","""2:54pm""","""+0.28 - +1.58%""","3809304
"
"""GM""","""General Motors Co""",30.32,"""10/20/2014""","""2:54pm""","""+0.08 - +0.26%""","5949092
"
